"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Scylos","$3,000,000","Dec 16, 2025","Seed","scylos.com","Computer, IT Infrastructure, Network Security","Nashville, Tennessee, United States",26978,"Scylos ZeroCore is a scalable, stateless, and secure endpoint container delivery system that makes managing distributed endpoints easier.","View on LinkedIn\",,"Response","https://scylos.com","https://www.linkedin.com/company/scylos","Response","Qualified"
"Agentic Marketing Technologies","$3,500,000","Mar 19, 2025","Seed","www.amt.ai/","Artificial Intelligence (AI), Information Technology, Marketing","Newark, Delaware, United States",27147,"Agentic Marketing Technologies builds an Autonomous Marketing Team powered by AI agents.","View on LinkedIn\",,"Response","https://amt.ai","https://www.linkedin.com/company/autonomous-marketing-team","Response","Qualified"
"Live Story Inc.","\'802,700,000","Jul 7, 2025","Seed","www.livestory.nyc","Brand Marketing, CMS, Content Creators, Digital Marketing, E-Commerce Platforms, Image Recognition, Product Design, Video, Web Design","New York, New York, United States",27188,"Your Creative Digital Experience Platform. Design and publish layouts online and to remote screens in no time. Activate your content!","View on LinkedIn\",,"Response","https://livestory.nyc","https://www.linkedin.com/company/live-story","Response","Qualified"
"Detect Auto","$2,875,000","Dec 8, 2025","Seed","www.detectauto.com/","Analytics, Automotive, Software","Fargo, North Dakota, United States",27248,"Detect Auto is a computer vision system that uses Wi-Fi cameras to provide actionable insights to improve auto repair service centers.","View on LinkedIn\",,"Response","https://detectauto.com","https://www.linkedin.com/company/detect-auto","Response","Qualified"
"Zeabur","$2,000,000","Mar 1, 2025","Seed","zeabur.com","Information Technology, Productivity Tools, Software","Newark, Delaware, United States",27496,"The DevOps AI Agent for Vibe Coders.","View on LinkedIn\",,"Response","https://zeabur.com","https://www.linkedin.com/company/zeabur","Response","Qualified"
"Sweetspot","$2,200,000","Aug 7, 2024","Seed","www.sweetspot.so","Artificial Intelligence (AI), Business Intelligence, GovTech, Machine Learning","New York, New York, United States",27659,"Sweetspot provides an AI-powered platform that simplifies government contracting through bid management, and proposal generation.","View on LinkedIn\",,"Response","https://www.sweetspot.so/","https://www.linkedin.com/company/sweetspotgov","Response","Qualified"
"Pin","$3,000,000","Dec 12, 2024","Seed","www.pin.com","Artificial Intelligence (AI), Recruiting","New York, New York, United States",27967,"Pin is a AI-driven recruitment company that focuses on applicant sourcing and engagement.","View on LinkedIn\",,"Response","https://www.pin.com/","https://www.linkedin.com/company/pindotcom","Response","Qualified"
"Alpha AI","$3,000,000","Jun 1, 2025","Seed","www.alphagroup.ai/","Accounting, Artificial Intelligence (AI), Finance, FinTech, Machine Learning, Software","New York, New York, United States",28069,"Alpha is a Platform-as-a-service company that offers AI-powered intelligent and integrated solutions for digital enterprise and ERPs.","View on LinkedIn\",,"Response","https://www.alphagroup.ai/","https://www.linkedin.com/company/alphagroup-ai","Response","Qualified"
"Crytica Security","$3,451,200","Apr 16, 2025","Seed","cryticasecurity.com/","Cyber Security, Information Technology, Internet","Reno, Nevada, United States",28083,"Crytica Security provides solution that embodies a different approach to identifying cyber-threats.","View on LinkedIn\",,"Response","https://cryticasecurity.com","https://www.linkedin.com/company/crytica-security","Response","Qualified"
"Vardera","$3,416,815","Oct 7, 2025","Seed","www.vardera.com/","Artificial Intelligence (AI), Computer Vision, Online Auctions, SaaS, Software","Cambridge, Massachusetts, United States",28176,"Vardera is the intelligence layer that helps organizations understand, price, and move hard assets with confidence.","View on LinkedIn\",,"Response","https://www.vardera.com/","https://www.linkedin.com/company/vardera","Response","Qualified"
"SuiteOp","$3,000,000","Apr 7, 2025","Seed","suiteop.com/","Hospitality, Real Estate, Software","New York, New York, United States",28294,"The most comprehensive operational system for the short-term rental & hospitality industry.","View on LinkedIn\",,"Response","https://suiteop.com","https://www.linkedin.com/company/suite-op","Response","Qualified"
"Tactic","$2,749,998","Aug 20, 2024","Seed","www.gettactic.com","Facility Management, Human Resources, Information Technology, Mobile Apps, Office Administration, SaaS, Software","Lehi, Utah, United States",28675,"Tactic is a SaaS platform that helps manage a hybrid workplace with office space reservation, integration, and map services.","View on LinkedIn\",,"Response","https://tactic.fyi","https://www.linkedin.com/company/tactic-fyi","Response","Qualified"
"CodeComply.Ai","$2,000,000","Jan 16, 2025","Seed","www.codecomply.ai","Architecture, Artificial Intelligence (AI), Software","Miami, Florida, United States",28851,"CodeComply.Ai provides AI-driven solutions for code compliance and regulatory adherence.","View on LinkedIn\",,"Response","https://codecomply.ai","https://www.linkedin.com/company/codecomply-ai","Response","Qualified"
"Silencio Network LLC","$2,500,000","Dec 18, 2024","Seed","www.silencio.network","Big Data, Blockchain, Cryptocurrency, Database","Wilmington, Delaware, United States",28878,"Building the World's Ears for AI & Robotics","View on LinkedIn\",,"Response","https://www.silencio.network/","https://www.linkedin.com/company/silencionetwork","Response","Qualified"
"DefensX","$2,250,000","May 21, 2025","Seed","www.defensx.com","Cyber Security, Network Security, Security, Web Browsers","New York, New York, United States",29290,"DefensX turns any browser into a secure workspace","View on LinkedIn\",,"Response","https://www.defensx.com","https://www.linkedin.com/company/defensxy","Response","Qualified"
"Ideem","$2,400,000","Apr 15, 2025","Seed","www.useideem.com/","Security, Software, Software Engineering","Mound City, Kansas, United States",29372,"2FA made easy and invisible, for users and payments","View on LinkedIn\",,"Response","https://www.useideem.com","https://www.linkedin.com/company/useideem","Response","Qualified"
"Pavewise","$2,500,000","Oct 22, 2025","Seed","pavewisepro.com/","Construction, Information Technology, SaaS, Software","Bismarck, North Dakota, United States",29566,"Pavewise is an IT company that offers management and solution software to improve efficiency in the road construction industry.","View on LinkedIn\",,"Response","https://pavewisepro.com","https://www.linkedin.com/company/pavewise","Response","Qualified"
"Tellia","$2,999,997","Jan 22, 2026","Seed","tell-ia.com/","AgTech, Artificial Intelligence (AI), Software","Dover, Delaware, United States",29621,"Tellia is an agtech company that offers voice assisted operating software for farmers and agronomic advisers.","View on LinkedIn\",,"Response","https://tell-ia.com","https://www.linkedin.com/company/tell-ia","Response","Qualified"
"Tocaro Blue","$2,121,679","Sep 12, 2025","Seed","www.tocaroblue.com/","Artificial Intelligence (AI), Machine Learning, Marine Technology, Military, Robotics, Software","Pensacola, Florida, United States",29639,"Tocaro Blue develops AI/ML sensor processing software, enabling autonomy in the global defense, commercial, and leisure marine industries","View on LinkedIn\",,"Response","https://tocaroblue.com/","https://www.linkedin.com/company/tocaro-blue","Response","Qualified"
"Actual AI","$3,200,000","Sep 29, 2025","Seed","actual.ai","Artificial Intelligence (AI), Developer Tools, Software","Seattle, Washington, United States",29824,"Actual AI analyzes productivity and engagement data to automate performance reviews for software teams.","View on LinkedIn\",,"Response","https://actual.ai","https://linkedin.com/company/actualai","Response","Qualified"
"Avina","$3,200,000","Oct 30, 2024","Seed","www.avina.io","Artificial Intelligence (AI), B2B, Business Development, Marketing, Sales, Software","New York, New York, United States",30022,"Avina is a proprietary AI companion that leads sellers from their first encounter to their final email.","View on LinkedIn\",,"Response","https://avina.io","https://www.linkedin.com/company/avinaio","Response","Qualified"
"GovEagle","$2,500,000","Mar 6, 2025","Seed","www.goveagle.com","Artificial Intelligence (AI)","New City, New York, United States",30315,"GovEagle is a platform that uses AI to automate the process of creating government proposals.","View on LinkedIn\",,"Response","https://www.goveagle.com","https://www.linkedin.com/company/goveagle1","Response","Qualified"
"Budgie Health","$3,000,000","Jan 10, 2025","Seed","www.budgie-health.com","Advice, Artificial Intelligence (AI), Health Care, Wellness","New York, New York, United States",30580,"Budgie Health offers an AI-driven platform that empowers employees, brokers, and employers to make better healthcare benefit decisions.","View on LinkedIn\",,"Response","https://budgie-health.com","https://www.linkedin.com/company/budgie-health","Response","Qualified"
"Spear AI","$2,300,000","Jul 25, 2025","Seed","www.spear.AI","Artificial Intelligence (AI), Government, Machine Learning, Military, National Security","Washington, District of Columbia, United States",30681,"Spear AI develops AI-powered software and hardware for maritime operations.","View on LinkedIn\",,"Response","https://spear.ai","https://www.linkedin.com/company/spearai","Response","Qualified"
"Kay.ai","$3,000,000","Mar 25, 2025","Seed","www.kay.ai/","Artificial Intelligence (AI), Insurance, Robotic Process Automation (RPA)","Brooklyn, New York, United States",30856,"Kay.ai operates as an AI workforce for insurance operations.","View on LinkedIn\",,"Response","https://kay.ai","https://linkedin.com/company/kaydotai","Response","Qualified"
"Siftwell Analytics, Inc.","$3,500,000","Nov 19, 2025","Seed","siftwell.ai/","Analytics, Artificial Intelligence (AI), Information Technology","Charlotte, North Carolina, United States",31396,"Siftwell uses the power of AI to amplify your company\'92s data-driven decisions, helping clients achieve great victories of their own.","View on LinkedIn\",,"Response","https://siftwell.ai/","https://www.linkedin.com/company/siftwell","Response","Qualified"
"LabLabee","$3,400,000","Sep 10, 2024","Seed","lablabee.com","Cloud Computing, EdTech, Software, Telecommunications","New York, New York, United States",31608,"The Leading Hands-on Lab Platform in Future Networks","View on LinkedIn\",,"Response","https://lablabee.com","https://linkedin.com/company/lablabee","Response","Qualified"
"Polymer","$2,176,737","Oct 24, 2024","Seed","www.polymerhq.io","Artificial Intelligence (AI), Cyber Security, Data Center, Data Integration, Data Management, SaaS","New York, New York, United States",31707,"Polymer provides an AI-powered data loss prevention platform that secures sensitive information across SaaS and AI workflows in real time.","View on LinkedIn\",,"Response","https://polymerlabs.org","https://www.linkedin.com/company/polymer-labs","Response","Qualified"
"Cloverleaf AI","$2,800,000","Nov 7, 2024","Seed","www.cloverleaf.ai","Artificial Intelligence (AI), SaaS, Software","Denver, Colorado, United States",31845,"Cloverleaf AI is a SaaS solution that provides vendors with early insights into RFPs through analysis of government meetings.","View on LinkedIn\",,"Response","https://cloverleaf.ai","https://www.linkedin.com/company/cloverleaf-ai","Response","Qualified"
